Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Treatment]	Term Source REF	Term Accession Number	Factor Value[Relative Humidity]	Unit	Term Source REF	Term Accession Number	Characteristics[Material type]	Protocol REF	Parameter Value[time]	Unit	Term Source REF	Term Accession Number	Parameter Value[Time-of-wetness]	Unit	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number
B_B3-100-1	B_B3-100-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-90-3	B_B1-90-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-90-2	B_B4-90-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-100-2	B_B3-100-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-85-2	B_B3-85-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B2-90-1	B_B2-90-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-90-3	B_B4-90-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-100-3	B_B3-100-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-85-3	B_B3-85-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B2-90-2	B_B2-90-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-100-1	B_B1-100-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-100-1	B_B4-100-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-85-1	B_B4-85-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B2-90-3	B_B2-90-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-100-2	B_B4-100-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-85-2	B_B4-85-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-90-1	B_B3-90-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			90	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-100-3	B_B1-100-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-100-3	B_B4-100-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-85-1	B_B3-85-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-OD-2	B_B4-OD-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-50-2	B_B3-50-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-85-3	B_B1-85-3	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-50-1	B_B1-50-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-85-1	B_B1-85-1	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-100-2	B_B1-100-2	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Constant Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection		Not Applicable				Not Applicable			-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_Froz-Lab15D5-GMT111	B_Froz-Lab15D5-GMT111	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Frozen				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_Froz-LAB1011MV-INLET-GMT118	B_Froz-LAB1011MV-INLET-GMT118	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Frozen				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_Froz-N3D215-INLET-GMT118	B_Froz-N3D215-INLET-GMT118	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Frozen				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_Froz-LABS5D-HEPA-GMT118	B_Froz-LABS5D-HEPA-GMT118	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Frozen				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_Froz-N3D301-HEPA-GMT111	B_Froz-N3D301-HEPA-GMT111	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Frozen				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_Froz-N3D301-HEPA-GMT118	B_Froz-N3D301-HEPA-GMT118	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Frozen				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_Froz-N1D301-GMT111	B_Froz-N1D301-GMT111	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Frozen				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_Froz-N1D301-HEPA-GMT118	B_Froz-N1D301-HEPA-GMT118	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Frozen				No Relative Humidity Exposure			Dust	sample collection		Not Applicable				Not Applicable			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-100-24HR-D21	B_B1-100-24HR-D21	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	21	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-50-24HR-D5	B_B1-50-24HR-D5	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	5	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B2-50-24HR-D5	B_B2-50-24HR-D5	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	5	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-50-24HR-D5	B_B3-50-24HR-D5	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	5	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-50-24HR-D5	B_B4-50-24HR-D5	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	5	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_-B2-100-24HR-D5	B_-B2-100-24HR-D5	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	5	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-50-24HR-D10	B_B1-50-24HR-D10	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-50-24HR-D10	B_B3-50-24HR-D10	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-50-24HR-D10	B_B4-50-24HR-D10	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-100-24HR-D5	B_B1-100-24HR-D5	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	5	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B2-100-24HR-D10	B_B2-100-24HR-D10	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-100-24HR-D10	B_B1-100-24HR-D10	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B2-100-24HR-D14	B_B2-100-24HR-D14	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	14	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-50-24HR-D14	B_B1-50-24HR-D14	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	14	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B2-50-24HR-D14	B_B2-50-24HR-D14	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	14	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-50-24HR-D14	B_B3-50-24HR-D14	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	14	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-50-24HR-D14	B_B4-50-24HR-D14	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	14	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-100-24HR-D14	B_B1-100-24HR-D14	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	14	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B2-100-24HR-D21	B_B2-100-24HR-D21	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	21	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B1-50-24HR-D21	B_B1-50-24HR-D21	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	21	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B2-50-24HR-D21	B_B2-50-24HR-D21	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	21	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-50-24HR-D21	B_B3-50-24HR-D21	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	21	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-50-24HR-D21	B_B4-50-24HR-D21	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			50	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	21	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-100-24HR-D5	B_B3-100-24HR-D5	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	5	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B4-100-24HR-D5	B_B4-100-24HR-D5	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	5	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
B_B3-100-24HR-D10	B_B3-100-24HR-D10	Microbiota	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13613	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	Varying Relative Humidity			100	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Dust	sample collection	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	24	Hour per Day	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176380	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
